id,TA_video_week1,TA_text_week1,Teacher_video_week1,Teacher_text_week1,TA_video_week2,TA_text_week2,Teacher_video_week2,Teacher_text_week2,TA_video_week3,TA_text_week3,Teacher_video_week3,Teacher_text_week3,TA_video_week4,TA_text_week4,Teacher_video_week4,Teacher_text_week4,TA_video_week5,TA_text_week5,Teacher_video_week5,Teacher_text_week5,TA_video_week6,TA_text_week6,Teacher_video_week6,Teacher_text_week6,TA_video_week7,TA_text_week7,Teacher_video_week7,Teacher_text_week7,TA_video_week8,TA_text_week8,Teacher_video_week8,Teacher_text_week8,TA_video_week9,TA_text_week9,Teacher_video_week9,Teacher_text_week9,TA_video_week10,TA_text_week10,Teacher_video_week10,Teacher_text_week10,TA_video_week11,TA_text_week11,Teacher_video_week11,Teacher_text_week11,TA_video_week12,TA_text_week12,Teacher_video_week12,Teacher_text_week12,TA_video_week13,TA_text_week13,Teacher_video_week13,Teacher_text_week13,TA_video_week14,TA_text_week14,Teacher_video_week14,Teacher_text_week14,TA_video_week15,TA_text_week15,Teacher_video_week15,Teacher_text_week15,TA_video_week16,TA_text_week16,Teacher_video_week16,Teacher_text_week16,TA_video_week17,TA_text_week17,Teacher_video_week17,Teacher_text_week17,TA_video_week18,TA_text_week18,Teacher_video_week18,Teacher_text_week18
102103044,0,0,0,674,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754
102104031,21416,0,632,0,0,38,0,2342,6761,0,0,0,0,0,0,150,223,0,4347,8838,0,0,0,0,0,0,0,1519,0,0,0,31,18912,0,2654,97,4910,0,3253,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7679,0,0,0,56,1872,0,0,0,0,0,1502,223,0,0,161,0
102205007,0,0,224,273,0,0,0,61,0,0,0,0,0,0,0,39,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
102205009,0,0,0,0,0,313,11281,0,0,0,11546,0,8656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10889,0,0,0,0,0,0,85,1968,0,4728,0,0,0,0,0,0,0,0,0,1434,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,0,0,0,0
102205017,0,666,0,0,0,426,0,0,0,0,0,0,0,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,343,0,0,0,0,0,387,0,247,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102205022,0,0,110,0,0,0,0,0,0,0,0,0,0,0,1303,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102205024,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,21449,0,0,0,0,932,0,0,65,0,0,0,32,87,87,0,0,0,63,0,0,0,0,0,0,0,0,0,812,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,58,0,0,0,0,0,0,0,0
102205030,0,0,0,0,4158,0,5687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102205033,0,0,0,0,0,0,0,0,0,0,10464,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0
102205051,0,0,0,0,2349,0,80,0,0,0,0,0,0,0,0,0,0,0,6999,0,53,0,1285,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,985,0,3468,0,68,0,0,0,0,0,0,0,0,0,0,0,0,334,822,0,0,1999,0,0,0,0,0,0,3972,35,0,0,53,0
102205081,3848,33,0,0,0,0,1299,0,2589,0,4165,0,0,0,0,0,0,0,0,0,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,31
102205092,0,0,0,0,0,157,0,67,0,0,0,0,0,0,0,0,913,0,28527,0,0,0,570,0,0,0,0,55,0,0,0,340,0,0,0,0,1469,0,16891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8438,8438,10174,831,37,37,0,0
102205095,0,39,0,113,0,0,0,125,0,0,0,0,0,0,0,200,0,0,0,194,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,40,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,53,0,0,0,0,0,0,0,35,0,0,0,0
102207430,386,0,0,0,0,0,21601,106,5127,0,3631,0,2229,0,0,0,6189,0,0,0,0,0,0,0,155,155,0,41,0,0,0,0,1976,0,0,0,5993,0,0,0,0,0,1636,0,0,0,0,0,0,0,0,302,0,0,0,0,3668,0,21601,0,0,0,0,0,0,0,1749,0,0,0,0,0
102208001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,277,0,0,2337,0,0,0,0,0,0,0,0,0,3590,3590,168,0,0,0,1240,967,0,0,59,0,0,0,0,0,0,0,0,5470,0,0,0,0,0,0,54,0,0,0,0,0,0,1467,774,0,0,0,0,0
102208002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,297,59,413,0,0,916,34,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,766,0,0,0,0,71,0,0,2313,0,0,0,0
102208004,0,0,0,0,0,33,0,449,0,0,6062,299,0,0,0,0,6380,0,3953,0,0,0,3989,208,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,7249,230,65,57,49,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,842,0,4832,373,289,0,1589,0
102208006,0,0,0,0,0,54,0,0,0,55,0,0,12614,292,0,1338,0,0,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,0,0,0,0,0,0,121,0,36,0,0,0,0,0,0,17547,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,0
102208007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,6302,188,3108,0,0,0,0,0,0,0,0,0,0,97,0,0,0,124,9108,373,10345,8699,4546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,118,1318,0,3422,21601
102208010,0,75,11285,0,0,1195,4318,78,0,75,0,133,0,0,0,0,1614,0,0,0,0,13457,0,0,0,207,0,0,0,0,0,50,0,0,0,0,33,0,7706,60,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
102208014,0,0,0,0,0,0,0,35,0,0,32,58,0,0,0,0,0,32,0,32,1278,0,3603,5868,0,0,0,0,359,1638,380,0,0,83,0,772,0,0,0,6396,5371,520,934,86,0,0,0,0,0,0,0,0,4883,0,284,0,71,0,0,155,0,0,0,0,5156,0,67,0,6913,0,2030,102
102208015,0,0,170,0,0,0,2364,0,0,0,434,0,0,33,45,75,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,75,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
102208017,0,0,0,0,0,0,0,0,0,31,0,116,0,0,0,0,0,0,0,73,577,0,5906,302,0,0,0,0,0,729,0,2991,0,0,0,277,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,7656,0,0,0,0,0
