id,TA_video_week1,TA_text_week1,Teacher_video_week1,Teacher_text_week1,TA_video_week2,TA_text_week2,Teacher_video_week2,Teacher_text_week2,TA_video_week3,TA_text_week3,Teacher_video_week3,Teacher_text_week3,TA_video_week4,TA_text_week4,Teacher_video_week4,Teacher_text_week4,TA_video_week5,TA_text_week5,Teacher_video_week5,Teacher_text_week5,TA_video_week6,TA_text_week6,Teacher_video_week6,Teacher_text_week6,TA_video_week7,TA_text_week7,Teacher_video_week7,Teacher_text_week7,TA_video_week8,TA_text_week8,Teacher_video_week8,Teacher_text_week8,TA_video_week9,TA_text_week9,Teacher_video_week9,Teacher_text_week9,TA_video_week10,TA_text_week10,Teacher_video_week10,Teacher_text_week10,TA_video_week11,TA_text_week11,Teacher_video_week11,Teacher_text_week11,TA_video_week12,TA_text_week12,Teacher_video_week12,Teacher_text_week12,TA_video_week13,TA_text_week13,Teacher_video_week13,Teacher_text_week13,TA_video_week14,TA_text_week14,Teacher_video_week14,Teacher_text_week14,TA_video_week15,TA_text_week15,Teacher_video_week15,Teacher_text_week15,TA_video_week16,TA_text_week16,Teacher_video_week16,Teacher_text_week16,TA_video_week17,TA_text_week17,Teacher_video_week17,Teacher_text_week17,TA_video_week18,TA_text_week18,Teacher_video_week18,Teacher_text_week18,TA_video_week19,TA_text_week19,Teacher_video_week19,Teacher_text_week19,TA_video_week20,TA_text_week20,Teacher_video_week20,Teacher_text_week20,TA_video_week21,TA_text_week21,Teacher_video_week21,Teacher_text_week21,TA_video_week22,TA_text_week22,Teacher_video_week22,Teacher_text_week22,TA_video_week23,TA_text_week23,Teacher_video_week23,Teacher_text_week23,TA_video_week24,TA_text_week24,Teacher_video_week24,Teacher_text_week24,TA_video_week25,TA_text_week25,Teacher_video_week25,Teacher_text_week25,TA_video_week26,TA_text_week26,Teacher_video_week26,Teacher_text_week26,TA_video_week27,TA_text_week27,Teacher_video_week27,Teacher_text_week27,TA_video_week28,TA_text_week28,Teacher_video_week28,Teacher_text_week28,TA_video_week29,TA_text_week29,Teacher_video_week29,Teacher_text_week29,TA_video_week30,TA_text_week30,Teacher_video_week30,Teacher_text_week30,TA_video_week31,TA_text_week31,Teacher_video_week31,Teacher_text_week31,TA_video_week32,TA_text_week32,Teacher_video_week32,Teacher_text_week32,TA_video_week33,TA_text_week33,Teacher_video_week33,Teacher_text_week33,TA_video_week34,TA_text_week34,Teacher_video_week34,Teacher_text_week34,TA_video_week35,TA_text_week35,Teacher_video_week35,Teacher_text_week35,TA_video_week36,TA_text_week36,Teacher_video_week36,Teacher_text_week36
101103034,0,0,0,0,0,21,10,30,0,0,0,0,0,20,0,23,0,0,0,20,0,0,0,67,0,0,0,0,0,93,0,0,2948,54,39,97,0,0,0,0,0,0,0,67,532,3074,235,29,0,0,0,0,0,81,0,0,0,0,0,0,0,12,0,0,0,0,0,94,30,447,50,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7330,116,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101203054,0,0,0,0,0,25,7,38,0,0,0,0,7811,16,154,9,5,0,0,17,0,5,6,100,0,0,0,5,0,0,0,10,0,1080,0,0,0,5,0,0,0,10,0,114,21234,17,0,43,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7083,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,212,0,0,0,172,2918,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,79,0,0,114,0,0,126,71,35,0,0,836,0
101204026,0,0,0,0,0,10,17,292,0,7,0,110,0,5,0,4263,0,0,0,285,0,0,0,20,0,6,0,15,0,9,0,8,0,122,0,107,0,5,0,6,199,7,21601,146,727,0,0,6,0,95,0,1845,0,160,0,7,0,0,0,16,0,0,0,10,0,0,0,0,21601,0,0,7,0,0,0,0,21601,0,2951,0,0,0,0,0,0,0,56,33,0,0,0,0,0,0,0,0,161,161,938,39,0,0,0,0,0,0,0,858,232,0,1115,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101205029,0,0,0,0,0,35,27,203,1546,0,0,219,0,0,0,11,0,0,0,104,8,26,0,3262,36,6,0,35,5,0,0,6,776,0,0,32,61,7,0,206,6498,23,0,13,2506,0,0,2899,15,0,0,5,5908,0,0,60,2512,0,0,0,0,0,0,50,19,0,0,33,0,0,0,8,0,0,0,36,3837,0,0,68,2498,0,0,32,3881,0,0,0,7114,0,967,728,558,2750,1533,1681,0,0,0,0,0,0,0,0,0,0,0,1698,2862,0,0,78,0,0,1562,1247,0,39,0,0,0,0,0,0,3795,795,0,33,0,0,0,0,1433,0,0,66,0,0,0,0,0,0,690,1628
101205043,0,0,23,39,0,21,9,35,0,0,0,0,0,9,0,38,0,0,0,12,0,0,7940,0,0,0,0,0,0,0,13,0,0,171,0,861,0,6,0,10,0,0,0,0,13,34,252,0,0,67,15,73,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10749,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14235
101205093,0,0,0,9,0,19,0,59,0,30,13,7,0,24,0,1667,0,0,0,251,7,8,35,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,77,5626,36,5122,17184,684,15518,0,0,0,1000,0,0,0,178,874,0,0,19,0,0,0,0,0,0,0,0,1942,6,23717,19,1851,0,0,402,0,0,0,0,136,0,0,0,1547,0,0,0,0,0,0,0,18759,543,275,35,0,0,0,0,0,0,0,0,0,0,0,0,291,0,8153,0,0,0,73,0,0,0,0,0,0,0,0,0,13267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22877,140
101208002,0,0,0,0,0,589,20,769,0,1905,0,9,0,0,0,0,0,0,0,5851,0,0,97,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,5,1579,221,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1019,30,0,0,26,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26282,0,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1416,179,5445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0
101208003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,0,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,97,1470,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13588,0,10591,0
101208004,0,0,0,0,0,13,0,43,0,16,0,31,0,54,0,107,0,0,0,60,0,0,0,194,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3424,39,0,0,0,36,0,0,0,71,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,49,0,9406,0,0,0,0,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101208005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,1732,0,0,0,5,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1263,449,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7924,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101208008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,416,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,482,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,0,0,0,2897,0
101208015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,305,0,0,1596,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20903,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2144,99,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15036,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19260,0,0,0,12321,0
101208017,0,0,0,0,0,0,0,0,0,8,31,989,0,84,0,552,0,0,12878,252,0,0,0,967,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11063,94,0,0,0,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1533,142,0,477,0,0,0,0,0,0,7595,0,0,0,0,0,0,0,0,0,2540,0,63,0,0,132,0,0,0,0,0,0,0,0,0,80,0,0,0,0,156,198,3325,39,0,0,8188,0,0,0,0,0,0,0,0,0,31,1842,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326,0
101208025,0,0,0,0,0,0,0,0,0,419,0,904,0,765,0,1152,0,0,0,0,0,24,14185,766,0,0,0,55,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6624,0,3477,0,7718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,21601,0,0,0,0,0,0,0,0,0,0,0,13878,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12427,5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,33186,36
101208031,0,0,0,0,0,0,0,0,0,18,0,52,6,138,0,207,0,0,205,44,0,48,1487,493,0,0,0,0,0,0,9,153,4398,615,0,2347,0,10,0,19,0,0,0,103,0,0,21,40,0,0,0,12,0,0,0,33,63,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2349,73,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,34162,0,24498,0,129,0
101208034,0,0,11,6,0,9,15,78,18,40,0,74,0,0,0,24,0,0,144,45,0,0,0,0,0,0,0,34,0,6,0,24,0,9,0,19,0,8,0,7,0,20,0,23,0,5,0,0,13,18,0,6,0,20,0,9,0,18,0,59,0,5,0,9,0,6,0,24,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1447,0,0,0,0,0,0,0,0,0,0,36,8359,0,0,0,0,173,0,0,0,160,0,0,0,0,0,0,2291,0,0,0,0,0
101208050,0,0,0,0,0,0,19,26,0,833,115,551,0,22,6,34,0,0,0,0,0,30,25612,33,0,16,18,195,0,0,0,16,0,0,0,0,0,0,0,0,0,20,0,93,17601,38,8741,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515,0,0,0,0,0,1959,23883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8434,0,3731,0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,32,0,0,11044,37
101208052,0,0,0,0,0,107,0,67,0,140,10,31,0,32,0,17,0,0,310,91,2753,0,1877,4122,0,92,0,22,0,5,0,20,0,203,0,77,0,3434,0,0,0,123,0,25,0,0,37707,6,0,214,0,18,0,13,0,331,0,38,0,87,0,0,0,0,11,0,0,64,0,0,0,773,0,0,0,0,0,100,0,41,0,0,0,0,0,0,0,0,0,0,0,41,0,50,15807,2123,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,35282,0,0,0,0,112,0,0,0,594,0,0,0,37,0,0,122,0,0,0,0,0,0,0,83,100,0,0,28573,0
101208053,0,0,0,0,0,135,0,29,0,40,0,73,0,0,0,16,0,0,0,21,0,0,0,19,0,15,0,51,0,39,0,32,0,0,0,0,0,0,0,0,0,11,0,59,0,17,0,0,0,11,0,129,0,0,0,2638,0,0,0,16,0,0,0,7699,0,0,0,20,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,135,0,0,0,0,1026,0,2749,0,0,35,68,71,0,0,0,330,0,54,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2113,0,7682,41,92,3980,171,12886,0,0,0,0,0,0,0,0,0,0,0,0
101208054,0,0,0,0,0,26,0,29,0,13,0,66,0,14,0,0,0,6,6162,237,0,0,2413,1891,0,0,0,51,0,0,0,5,0,0,0,79,0,0,0,80,0,0,0,0,0,0,11692,407,0,0,0,0,0,0,0,57,0,0,0,83,0,0,0,0,0,0,0,24,0,0,0,13,0,0,0,482,0,0,0,0,0,0,0,90,0,0,0,55,0,0,0,0,0,0,5009,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,95,0,9889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10167,0
101208055,0,0,0,0,0,0,0,0,0,0,16,17,0,0,8128,37,0,0,164,0,73,0,337,15,0,0,0,0,0,0,13936,180,0,0,0,118,0,0,0,0,0,0,0,0,1872,6,245,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,5,680,6,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13135,0,120,0,171,169,0,0,192,0,0,0,0,61,0,0,49,0,33,0,21654,0,33,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,11805,0,4663,0,161,0,0,0
101208056,0,0,0,0,0,30,0,81,0,34,0,40,0,15,0,65,0,0,0,1862,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,6,0,18354,14,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,8,0,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36151,497,0,0,16798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42728,220,0,0,17196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34482,0,0,0,0,0
101208058,0,0,17,14,0,19,21601,37,0,20,2589,707,14732,0,0,143,0,0,382,487,0,0,15741,217,0,15,0,109,1571,80,1194,17,0,0,0,0,0,129,0,47,0,0,1768,774,10025,0,21955,0,0,21,0,21703,0,15,0,29,0,6,0,61,0,0,0,6,0,0,0,12,3916,9,0,0,0,0,0,0,0,0,9259,0,0,0,0,55,0,0,0,0,0,0,0,0,3336,0,15035,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3169,0,41613,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,5937,0
101208060,0,0,0,0,0,0,0,0,0,15,0,392,0,19,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,9909,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,5684,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,287,620,204,1072,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,53,0,0,0,169,313,0,3213,2704,0,0,73,858
101208062,0,0,0,0,0,19,0,162,0,0,0,62,0,143,0,53,0,0,0,62,0,0,0,6,0,9,0,42,0,0,0,243,0,446,0,67,0,40,0,50,0,0,0,56,0,0,0,23,0,12,0,40,0,0,0,0,0,10,0,29,0,0,0,0,700,0,127,18,947,0,0,0,0,0,0,0,0,0,0,0,0,797,0,1515,0,0,0,0,0,34,0,42,952,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,92,15115,1257,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,2105
101208064,0,0,0,0,0,0,0,47,0,28,0,8,0,74,0,6,0,22,0,2763,0,0,244,22,0,0,0,108,0,24,0,16,0,0,0,30,0,0,0,27,652,6,10274,15,0,0,136,0,0,0,0,28,0,0,0,10,0,0,0,1117,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,21601,0,0,0,3889,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,10733,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,12251,0,0,0,6408,444
101208065,0,0,0,0,0,0,0,112,0,0,0,26,0,0,0,5,0,0,0,6,6,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,297,33,0,0,0,0,0,0,50,171,0,0,0,0,0,0,0,0,547,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101208070,0,0,0,0,0,9,6,12,0,31,0,0,0,8,0,25,0,0,0,39,0,0,0,0,0,10,0,25,0,9,0,10,0,8,0,16,0,7,0,5,0,190,0,5,0,0,0,0,0,7,0,28,0,6,0,8,0,0,0,21,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,326,0,0,0,100,0,0,0,0,0,0,0,0,0,0,431,0
