0,1,2,clustered_label
5.0,6.0,3.0,563
1.0,4.0,5.0,145
3.0,1.0,4.0,314
6.0,3.0,1.0,631
5.0,6.0,3.0,563
1.0,5.0,5.0,155
2.0,1.0,5.0,215
6.0,3.0,2.0,632
4.0,6.0,4.0,464
2.0,5.0,5.0,255
3.0,2.0,5.0,325
5.0,3.0,2.0,532
5.0,6.0,5.0,565
2.0,5.0,4.0,254
3.0,2.0,5.0,325
6.0,4.0,2.0,642
5.0,5.0,3.0,553
1.0,5.0,6.0,156
4.0,1.0,5.0,415
6.0,3.0,1.0,631
5.0,6.0,4.0,564
2.0,5.0,6.0,256
5.0,1.0,5.0,515
6.0,3.0,1.0,631
4.0,6.0,3.0,463
1.0,6.0,4.0,164
1.0,0.0,4.0,104
5.0,2.0,1.0,521
5.0,5.0,2.0,552
1.0,5.0,6.0,156
3.0,1.0,5.0,315
5.0,3.0,2.0,532
5.0,5.0,1.0,551
1.0,5.0,4.0,154
1.0,0.0,4.0,104
6.0,5.0,2.0,652
5.0,5.0,3.0,553
0.0,5.0,5.0,055
3.0,1.0,5.0,315
5.0,3.0,1.0,531
5.0,6.0,3.0,563
1.0,4.0,5.0,145
2.0,0.0,5.0,205
6.0,3.0,1.0,631
4.0,5.0,3.0,453
1.0,4.0,5.0,145
3.0,2.0,5.0,325
5.0,2.0,0.0,520
5.0,6.0,3.0,563
2.0,5.0,5.0,255
2.0,1.0,5.0,215
5.0,3.0,1.0,531
5.0,6.0,3.0,563
1.0,4.0,6.0,146
3.0,1.0,5.0,315
5.0,2.0,1.0,521
4.0,6.0,4.0,464
2.0,5.0,5.0,255
3.0,2.0,5.0,325
6.0,2.0,0.0,620
5.0,7.0,4.0,574
1.0,5.0,6.0,156
4.0,1.0,4.0,414
5.0,2.0,1.0,521
5.0,6.0,2.0,562
1.0,5.0,6.0,156
3.0,1.0,5.0,315
5.0,2.0,1.0,521
4.0,6.0,5.0,465
2.0,5.0,4.0,254
1.0,1.0,5.0,115
7.0,4.0,1.0,741
5.0,6.0,4.0,564
2.0,4.0,5.0,245
2.0,1.0,5.0,215
6.0,3.0,1.0,631
5.0,5.0,2.0,552
1.0,5.0,6.0,156
3.0,1.0,5.0,315
5.0,2.0,0.0,520
5.0,6.0,3.0,563
2.0,5.0,5.0,255
2.0,1.0,5.0,215
6.0,3.0,1.0,631
4.0,5.0,3.0,453
1.0,5.0,7.0,157
4.0,1.0,5.0,415
7.0,4.0,1.0,741
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,1.0,5.0,415
6.0,4.0,1.0,641
5.0,6.0,3.0,563
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,3.0,1.0,631
4.0,5.0,4.0,454
2.0,5.0,5.0,255
3.0,1.0,5.0,315
5.0,2.0,1.0,521
5.0,6.0,3.0,563
2.0,4.0,6.0,246
5.0,2.0,5.0,525
5.0,3.0,1.0,531
5.0,6.0,3.0,563
1.0,4.0,6.0,146
4.0,2.0,5.0,425
6.0,3.0,2.0,632
5.0,6.0,3.0,563
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,3.0,1.0,631
5.0,6.0,4.0,564
1.0,5.0,5.0,155
3.0,2.0,5.0,325
5.0,3.0,2.0,532
5.0,5.0,2.0,552
1.0,5.0,5.0,155
2.0,1.0,4.0,214
5.0,2.0,1.0,521
4.0,6.0,4.0,464
2.0,4.0,5.0,245
3.0,1.0,4.0,314
6.0,3.0,1.0,631
5.0,6.0,3.0,563
1.0,5.0,5.0,155
2.0,1.0,5.0,215
6.0,3.0,1.0,631
5.0,6.0,5.0,565
2.0,5.0,6.0,256
3.0,2.0,5.0,325
4.0,1.0,1.0,411
5.0,6.0,3.0,563
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,5.0,1.0,651
5.0,6.0,3.0,563
1.0,4.0,6.0,146
5.0,2.0,5.0,525
5.0,2.0,1.0,521
5.0,6.0,3.0,563
1.0,5.0,6.0,156
4.0,2.0,5.0,425
5.0,2.0,1.0,521
5.0,7.0,4.0,574
1.0,5.0,6.0,156
4.0,2.0,5.0,425
5.0,3.0,2.0,532
5.0,6.0,4.0,564
1.0,5.0,5.0,155
2.0,1.0,5.0,215
6.0,3.0,1.0,631
5.0,5.0,3.0,553
1.0,5.0,5.0,155
3.0,1.0,5.0,315
6.0,4.0,1.0,641
5.0,5.0,2.0,552
1.0,5.0,6.0,156
3.0,1.0,5.0,315
5.0,2.0,1.0,521
5.0,6.0,3.0,563
2.0,4.0,5.0,245
2.0,1.0,4.0,214
7.0,4.0,1.0,741
5.0,5.0,3.0,553
2.0,4.0,6.0,246
4.0,2.0,5.0,425
6.0,4.0,1.0,641
5.0,5.0,2.0,552
0.0,5.0,6.0,056
4.0,1.0,5.0,415
4.0,1.0,1.0,411
5.0,5.0,3.0,553
2.0,5.0,5.0,255
2.0,1.0,5.0,215
6.0,4.0,2.0,642
5.0,6.0,3.0,563
2.0,5.0,6.0,256
3.0,1.0,5.0,315
5.0,2.0,1.0,521
5.0,6.0,3.0,563
1.0,5.0,6.0,156
4.0,2.0,6.0,426
6.0,3.0,1.0,631
5.0,6.0,4.0,564
2.0,5.0,5.0,255
3.0,1.0,5.0,315
6.0,4.0,2.0,642
5.0,6.0,3.0,563
1.0,5.0,6.0,156
5.0,1.0,5.0,515
5.0,2.0,2.0,522
5.0,5.0,3.0,553
1.0,5.0,6.0,156
3.0,1.0,4.0,314
5.0,3.0,1.0,531
4.0,6.0,5.0,465
1.0,5.0,5.0,155
3.0,1.0,5.0,315
7.0,4.0,1.0,741
4.0,6.0,5.0,465
2.0,5.0,6.0,256
5.0,2.0,5.0,525
5.0,3.0,1.0,531
5.0,4.0,1.0,541
0.0,5.0,6.0,056
5.0,2.0,5.0,525
5.0,2.0,1.0,521
4.0,5.0,4.0,454
2.0,5.0,5.0,255
2.0,1.0,5.0,215
5.0,2.0,1.0,521
5.0,6.0,3.0,563
1.0,4.0,6.0,146
3.0,1.0,5.0,315
6.0,3.0,1.0,631
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,2.0,4.0,424
6.0,4.0,2.0,642
5.0,6.0,3.0,563
1.0,5.0,6.0,156
5.0,2.0,5.0,525
6.0,3.0,2.0,632
4.0,5.0,3.0,453
1.0,4.0,6.0,146
5.0,2.0,5.0,525
6.0,4.0,1.0,641
5.0,5.0,3.0,553
1.0,5.0,5.0,155
3.0,2.0,4.0,324
6.0,5.0,2.0,652
5.0,6.0,4.0,564
1.0,5.0,6.0,156
4.0,1.0,5.0,415
4.0,1.0,1.0,411
5.0,7.0,4.0,574
1.0,5.0,5.0,155
2.0,1.0,5.0,215
5.0,3.0,2.0,532
5.0,6.0,4.0,564
1.0,5.0,6.0,156
3.0,2.0,4.0,324
6.0,4.0,1.0,641
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,1.0,5.0,415
5.0,3.0,2.0,532
4.0,6.0,5.0,465
2.0,5.0,5.0,255
2.0,0.0,5.0,205
5.0,3.0,2.0,532
4.0,5.0,3.0,453
1.0,4.0,6.0,146
4.0,2.0,5.0,425
7.0,4.0,1.0,741
5.0,5.0,2.0,552
1.0,4.0,5.0,145
2.0,1.0,4.0,214
6.0,3.0,1.0,631
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,2.0,5.0,425
6.0,4.0,1.0,641
5.0,6.0,3.0,563
1.0,5.0,5.0,155
2.0,1.0,4.0,214
7.0,5.0,1.0,751
5.0,6.0,3.0,563
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,4.0,1.0,641
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,1.0,5.0,415
6.0,4.0,2.0,642
5.0,6.0,3.0,563
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,4.0,2.0,642
5.0,5.0,2.0,552
1.0,5.0,6.0,156
3.0,1.0,5.0,315
5.0,3.0,1.0,531
5.0,6.0,3.0,563
1.0,5.0,6.0,156
3.0,1.0,6.0,316
5.0,4.0,1.0,541
4.0,4.0,2.0,442
1.0,5.0,6.0,156
3.0,1.0,5.0,315
5.0,2.0,1.0,521
4.0,6.0,3.0,463
1.0,5.0,6.0,156
3.0,2.0,5.0,325
7.0,4.0,1.0,741
5.0,7.0,4.0,574
1.0,5.0,6.0,156
4.0,2.0,5.0,425
5.0,2.0,1.0,521
5.0,6.0,4.0,564
2.0,5.0,5.0,255
2.0,1.0,4.0,214
6.0,3.0,1.0,631
5.0,6.0,3.0,563
1.0,5.0,5.0,155
3.0,1.0,5.0,315
6.0,3.0,1.0,631
5.0,5.0,2.0,552
1.0,5.0,5.0,155
3.0,2.0,4.0,324
6.0,3.0,1.0,631
5.0,5.0,3.0,553
1.0,5.0,6.0,156
4.0,1.0,4.0,414
6.0,5.0,2.0,652
5.0,6.0,4.0,564
2.0,4.0,6.0,246
4.0,2.0,5.0,425
5.0,3.0,1.0,531
5.0,5.0,3.0,553
2.0,4.0,5.0,245
2.0,1.0,4.0,214
6.0,4.0,2.0,642
5.0,5.0,3.0,553
1.0,4.0,6.0,146
5.0,2.0,5.0,525
4.0,2.0,2.0,422
4.0,5.0,3.0,453
2.0,5.0,5.0,255
2.0,1.0,5.0,215
6.0,4.0,2.0,642
5.0,5.0,3.0,553
1.0,5.0,6.0,156
5.0,1.0,5.0,515
5.0,2.0,1.0,521
5.0,6.0,3.0,563
1.0,5.0,5.0,155
2.0,2.0,4.0,224
5.0,4.0,2.0,542
5.0,6.0,4.0,564
2.0,5.0,4.0,254
1.0,0.0,5.0,105
6.0,3.0,1.0,631
5.0,6.0,4.0,564
1.0,5.0,5.0,155
2.0,1.0,4.0,214
6.0,4.0,2.0,642
4.0,5.0,3.0,453
1.0,4.0,6.0,146
4.0,1.0,5.0,415
6.0,3.0,1.0,631
5.0,6.0,3.0,563
1.0,5.0,6.0,156
4.0,1.0,5.0,415
6.0,4.0,2.0,642
5.0,6.0,4.0,564
2.0,5.0,5.0,255
3.0,2.0,5.0,325
5.0,2.0,1.0,521
5.0,4.0,1.0,541
0.0,4.0,6.0,046
4.0,2.0,5.0,425
6.0,4.0,1.0,641
5.0,5.0,3.0,553
2.0,5.0,5.0,255
3.0,1.0,5.0,315
5.0,3.0,1.0,531
5.0,5.0,3.0,553
1.0,5.0,6.0,156
2.0,1.0,4.0,214
6.0,4.0,2.0,642
5.0,5.0,2.0,552
0.0,5.0,6.0,056
3.0,1.0,5.0,315
5.0,3.0,1.0,531
5.0,5.0,2.0,552
1.0,4.0,6.0,146
3.0,2.0,5.0,325
5.0,3.0,1.0,531
4.0,6.0,5.0,465
2.0,5.0,5.0,255
2.0,0.0,4.0,204
6.0,4.0,1.0,641
5.0,5.0,2.0,552
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,4.0,1.0,641
4.0,5.0,3.0,453
2.0,4.0,6.0,246
4.0,2.0,4.0,424
6.0,4.0,2.0,642
5.0,6.0,4.0,564
2.0,4.0,5.0,245
3.0,1.0,5.0,315
6.0,3.0,1.0,631
5.0,6.0,3.0,563
1.0,4.0,5.0,145
2.0,1.0,5.0,215
6.0,4.0,2.0,642
5.0,5.0,4.0,554
2.0,5.0,5.0,255
3.0,2.0,4.0,324
6.0,5.0,2.0,652
5.0,5.0,2.0,552
1.0,4.0,4.0,144
1.0,1.0,4.0,114
6.0,3.0,2.0,632
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,1.0,4.0,414
5.0,3.0,1.0,531
5.0,5.0,3.0,553
2.0,5.0,6.0,256
3.0,1.0,5.0,315
4.0,1.0,1.0,411
5.0,6.0,3.0,563
1.0,5.0,5.0,155
3.0,1.0,5.0,315
5.0,2.0,1.0,521
5.0,6.0,3.0,563
1.0,5.0,5.0,155
2.0,1.0,5.0,215
6.0,3.0,1.0,631
4.0,6.0,5.0,465
1.0,5.0,6.0,156
4.0,2.0,5.0,425
5.0,3.0,1.0,531
5.0,5.0,2.0,552
0.0,5.0,6.0,056
3.0,2.0,4.0,324
6.0,4.0,2.0,642
4.0,5.0,3.0,453
2.0,5.0,5.0,255
3.0,1.0,5.0,315
5.0,2.0,1.0,521
4.0,5.0,2.0,452
1.0,5.0,6.0,156
2.0,0.0,5.0,205
6.0,4.0,1.0,641
5.0,5.0,2.0,552
1.0,4.0,6.0,146
4.0,1.0,5.0,415
5.0,2.0,1.0,521
5.0,6.0,4.0,564
1.0,5.0,5.0,155
3.0,2.0,4.0,324
5.0,3.0,1.0,531
4.0,5.0,2.0,452
1.0,4.0,6.0,146
3.0,2.0,5.0,325
5.0,4.0,1.0,541
5.0,6.0,3.0,563
1.0,5.0,6.0,156
5.0,1.0,5.0,515
6.0,5.0,1.0,651
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,2.0,5.0,425
5.0,3.0,2.0,532
5.0,6.0,4.0,564
2.0,4.0,5.0,245
2.0,2.0,5.0,225
4.0,3.0,1.0,431
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,2.0,5.0,425
6.0,4.0,2.0,642
5.0,6.0,3.0,563
1.0,5.0,6.0,156
4.0,1.0,5.0,415
6.0,3.0,1.0,631
5.0,6.0,3.0,563
1.0,5.0,6.0,156
4.0,2.0,5.0,425
6.0,3.0,1.0,631
5.0,6.0,3.0,563
1.0,5.0,5.0,155
3.0,1.0,5.0,315
6.0,4.0,2.0,642
5.0,6.0,4.0,564
1.0,5.0,6.0,156
3.0,1.0,5.0,315
5.0,2.0,1.0,521
4.0,6.0,3.0,463
1.0,5.0,6.0,156
4.0,2.0,5.0,425
6.0,4.0,1.0,641
5.0,6.0,3.0,563
1.0,5.0,6.0,156
4.0,2.0,5.0,425
6.0,4.0,2.0,642
5.0,6.0,4.0,564
2.0,5.0,6.0,256
4.0,1.0,5.0,415
6.0,3.0,1.0,631
5.0,6.0,3.0,563
1.0,5.0,6.0,156
4.0,2.0,5.0,425
5.0,2.0,0.0,520
4.0,6.0,3.0,463
1.0,5.0,5.0,155
2.0,1.0,4.0,214
6.0,4.0,2.0,642
4.0,6.0,4.0,464
2.0,5.0,6.0,256
2.0,1.0,5.0,215
6.0,3.0,1.0,631
5.0,5.0,3.0,553
1.0,5.0,5.0,155
3.0,2.0,5.0,325
6.0,3.0,1.0,631
5.0,6.0,4.0,564
2.0,5.0,5.0,255
2.0,1.0,4.0,214
5.0,2.0,0.0,520
5.0,4.0,1.0,541
1.0,5.0,6.0,156
2.0,1.0,5.0,215
6.0,3.0,1.0,631
5.0,5.0,2.0,552
0.0,5.0,6.0,056
2.0,1.0,5.0,215
5.0,2.0,1.0,521
4.0,6.0,4.0,464
2.0,4.0,5.0,245
3.0,2.0,4.0,324
5.0,3.0,1.0,531
5.0,6.0,3.0,563
2.0,5.0,6.0,256
2.0,1.0,5.0,215
5.0,2.0,1.0,521
4.0,5.0,3.0,453
1.0,5.0,6.0,156
3.0,1.0,5.0,315
4.0,3.0,1.0,431
5.0,6.0,4.0,564
1.0,4.0,5.0,145
4.0,1.0,4.0,414
6.0,4.0,2.0,642
4.0,6.0,4.0,464
2.0,5.0,5.0,255
3.0,2.0,5.0,325
5.0,3.0,2.0,532
4.0,5.0,1.0,451
1.0,5.0,6.0,156
4.0,2.0,5.0,425
5.0,3.0,1.0,531
5.0,6.0,3.0,563
1.0,5.0,5.0,155
3.0,2.0,5.0,325
6.0,4.0,2.0,642
5.0,5.0,3.0,553
1.0,5.0,6.0,156
3.0,2.0,5.0,325
6.0,3.0,1.0,631
5.0,5.0,3.0,553
1.0,5.0,5.0,155
3.0,2.0,5.0,325
5.0,3.0,1.0,531
5.0,5.0,2.0,552
0.0,5.0,6.0,056
3.0,1.0,5.0,315
5.0,3.0,1.0,531
5.0,6.0,3.0,563
1.0,5.0,6.0,156
4.0,2.0,5.0,425
5.0,2.0,1.0,521
5.0,6.0,4.0,564
2.0,5.0,6.0,256
4.0,1.0,5.0,415
6.0,3.0,2.0,632
5.0,6.0,4.0,564
2.0,5.0,5.0,255
2.0,1.0,5.0,215
6.0,3.0,1.0,631
5.0,5.0,3.0,553
1.0,4.0,6.0,146
4.0,2.0,5.0,425
5.0,2.0,0.0,520
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,1.0,4.0,414
6.0,4.0,2.0,642
5.0,5.0,2.0,552
1.0,4.0,6.0,146
3.0,1.0,5.0,315
5.0,2.0,1.0,521
5.0,6.0,4.0,564
2.0,5.0,6.0,256
3.0,1.0,5.0,315
6.0,3.0,1.0,631
5.0,5.0,2.0,552
1.0,4.0,6.0,146
5.0,2.0,5.0,525
6.0,4.0,1.0,641
5.0,5.0,3.0,553
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,4.0,2.0,642
5.0,6.0,5.0,565
2.0,5.0,6.0,256
3.0,1.0,5.0,315
5.0,2.0,1.0,521
5.0,7.0,4.0,574
1.0,5.0,5.0,155
3.0,1.0,5.0,315
6.0,3.0,1.0,631
5.0,4.0,3.0,543
1.0,4.0,6.0,146
4.0,2.0,5.0,425
5.0,3.0,1.0,531
5.0,5.0,3.0,553
1.0,5.0,5.0,155
2.0,1.0,5.0,215
5.0,2.0,1.0,521
5.0,6.0,3.0,563
1.0,5.0,5.0,155
3.0,1.0,5.0,315
5.0,3.0,1.0,531
5.0,6.0,4.0,564
2.0,5.0,6.0,256
4.0,1.0,5.0,415
6.0,3.0,1.0,631
5.0,6.0,4.0,564
2.0,5.0,6.0,256
3.0,1.0,5.0,315
5.0,2.0,1.0,521
4.0,5.0,2.0,452
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,4.0,1.0,641
4.0,6.0,4.0,464
2.0,4.0,6.0,246
4.0,2.0,5.0,425
6.0,4.0,2.0,642
5.0,5.0,2.0,552
0.0,5.0,6.0,056
3.0,1.0,5.0,315
5.0,2.0,1.0,521
4.0,5.0,2.0,452
1.0,4.0,6.0,146
3.0,1.0,4.0,314
5.0,3.0,1.0,531
5.0,6.0,3.0,563
1.0,5.0,5.0,155
2.0,1.0,4.0,214
6.0,3.0,1.0,631
4.0,6.0,4.0,464
2.0,4.0,6.0,246
5.0,2.0,5.0,525
5.0,3.0,1.0,531
4.0,4.0,2.0,442
0.0,4.0,7.0,047
5.0,1.0,5.0,515
5.0,3.0,1.0,531
4.0,6.0,4.0,464
2.0,4.0,6.0,246
4.0,2.0,5.0,425
6.0,4.0,1.0,641
4.0,5.0,2.0,452
1.0,5.0,6.0,156
4.0,2.0,5.0,425
6.0,4.0,1.0,641
5.0,5.0,2.0,552
1.0,5.0,6.0,156
4.0,1.0,6.0,416
6.0,3.0,1.0,631
4.0,5.0,3.0,453
1.0,5.0,5.0,155
3.0,1.0,5.0,315
5.0,2.0,1.0,521
5.0,6.0,4.0,564
1.0,5.0,6.0,156
4.0,1.0,5.0,415
5.0,2.0,1.0,521
5.0,6.0,3.0,563
1.0,5.0,5.0,155
3.0,1.0,5.0,315
6.0,3.0,1.0,631
5.0,5.0,2.0,552
1.0,5.0,6.0,156
3.0,1.0,5.0,315
5.0,2.0,1.0,521
4.0,5.0,3.0,453
1.0,5.0,6.0,156
3.0,1.0,5.0,315
6.0,5.0,2.0,652
5.0,4.0,1.0,541
1.0,5.0,5.0,155
3.0,1.0,5.0,315
5.0,3.0,1.0,531
