,id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,clustered_label,semester
106,101208052,62,62,62,62,62,30,62,62,62,30,62,40,62,62,62,62,62,63,15,83
107,101208050,62,62,64,62,62,40,62,62,62,62,62,50,62,62,62,62,62,62,33,92
108,101208034,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,70,96
109,101208031,62,62,62,62,62,62,62,62,30,62,62,62,62,62,62,62,62,62,20,66
110,101208025,62,62,63,64,62,40,62,62,62,62,30,30,62,62,62,62,62,30,36,42
111,101208017,62,62,63,62,40,63,62,62,62,62,62,50,62,62,62,62,62,65,18,53
112,101208015,62,62,62,62,64,63,62,62,62,62,62,40,62,62,62,62,62,65,14,75
113,101208013,62,62,62,62,62,62,62,62,62,62,62,64,62,62,62,62,62,62,70,50
114,101208008,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,70,62
115,101208005,62,62,62,62,30,62,62,62,62,62,62,65,62,62,62,62,62,62,23,69
116,101208004,62,62,62,62,62,62,62,62,62,62,62,61,62,62,62,62,62,62,70,99
117,101208003,62,62,62,62,62,62,62,62,62,62,62,65,62,62,62,62,62,62,70,32
118,101208002,62,64,30,62,30,62,62,62,62,62,62,65,62,62,62,63,62,62,24,87
119,101205093,62,62,62,63,62,62,62,62,62,62,61,20,63,62,62,62,62,40,36,62
120,101205043,62,62,62,62,62,61,62,62,63,62,62,62,62,62,62,62,62,40,30,64
121,101205029,62,62,65,62,62,30,62,62,62,62,66,30,62,66,65,62,62,62,38,85
122,101204026,62,62,62,30,62,62,62,62,62,62,40,62,63,62,62,62,62,50,12,91
123,101203054,62,62,62,66,62,62,62,62,64,62,62,50,62,62,62,62,62,62,13,90
124,101203004,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,70,56
125,101103034,62,62,62,62,62,62,62,62,65,62,62,30,62,62,62,62,62,30,36,60
126,101102026,62,62,62,62,62,63,62,62,62,62,62,61,62,62,62,62,62,62,70,65
127,101102025,62,62,62,62,63,30,62,63,62,62,62,62,62,62,62,62,62,64,35,94
128,101101050,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,70,81
129,100508018,62,62,64,62,30,62,62,62,62,62,62,62,62,62,62,63,10,62,16,86
130,100401072,62,62,62,62,62,61,62,62,62,62,61,50,62,62,66,62,10,65,16,81
131,100401044,62,62,62,62,62,65,62,62,62,62,62,50,62,62,62,62,30,66,17,78
132,100208053,62,62,62,62,62,62,62,62,62,62,62,61,62,62,62,62,62,62,70,96
133,100206009,62,62,62,62,62,65,62,64,62,62,62,65,62,62,62,62,62,62,70,99
134,100202044,62,62,62,63,62,62,62,62,62,62,64,30,62,62,62,62,62,10,36,67
135,100104041,62,62,62,62,62,62,62,62,61,63,64,62,62,62,62,62,62,30,30,94
136,100101021,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,70,98
