clustered_label,0,1,2,3,4,5
8480,1.0,1.0,1.0,1.0,1.0,1.0
5400,1.0,1.0,1.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,1.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
4500,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,1.0
8100,1.0,1.0,1.0,0.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,0.0,0.0
8480,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
4700,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
5400,1.0,1.0,1.0,0.0,0.0,0.0
8440,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,0.0
8440,1.0,1.0,1.0,1.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,0.0,0.0
5400,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8480,1.0,1.0,1.0,1.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,0.0,0.0
8430,1.0,1.0,1.0,1.0,1.0,0.0
8500,1.0,1.0,1.0,1.0,1.0,0.0
8480,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,0.0,0.0,0.0
8480,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8100,1.0,1.0,1.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8480,1.0,1.0,1.0,1.0,1.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,0.0
8480,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,0.0,0.0
8100,1.0,1.0,1.0,1.0,1.0,0.0
8480,1.0,0.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,0.0
8100,1.0,1.0,0.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
8480,1.0,1.0,1.0,0.0,0.0,0.0
8480,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
5500,1.0,1.0,1.0,1.0,0.0,0.0
8450,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8100,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8430,1.0,1.0,0.0,0.0,0.0,0.0
8500,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,1.0,0.0,0.0,0.0
8480,1.0,1.0,1.0,1.0,1.0,0.0
8450,1.0,1.0,0.0,0.0,0.0,0.0
8440,1.0,1.0,1.0,1.0,1.0,0.0
4500,1.0,0.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,0.0,0.0,0.0,0.0
