0,1,2,3,4,clustered_label
1.0,3.0,3.0,2.0,0.0,1332
2.0,2.0,2.0,2.0,1.0,2222
4.0,5.0,2.0,1.0,4.0,4521
3.0,5.0,1.0,1.0,0.0,3511
2.0,4.0,4.0,1.0,2.0,2441
2.0,3.0,3.0,2.0,0.0,2332
2.0,2.0,4.0,2.0,1.0,2242
2.0,3.0,4.0,2.0,1.0,2342
2.0,2.0,3.0,2.0,3.0,2232
1.0,1.0,5.0,2.0,1.0,1152
2.0,2.0,3.0,1.0,1.0,2231
3.0,3.0,4.0,2.0,1.0,3342
3.0,3.0,2.0,1.0,1.0,3321
3.0,2.0,5.0,0.0,4.0,3250
3.0,2.0,3.0,4.0,0.0,3234
2.0,2.0,2.0,1.0,1.0,2221
3.0,4.0,2.0,2.0,1.0,3422
2.0,4.0,4.0,3.0,2.0,2443
2.0,2.0,3.0,4.0,2.0,2234
2.0,5.0,1.0,0.0,0.0,2510
2.0,4.0,5.0,1.0,1.0,2451
2.0,4.0,3.0,1.0,0.0,2431
2.0,3.0,3.0,2.0,0.0,2332
3.0,1.0,3.0,1.0,0.0,3131
3.0,3.0,5.0,0.0,0.0,3350
3.0,3.0,3.0,3.0,1.0,3333
2.0,4.0,5.0,4.0,2.0,2454
2.0,3.0,3.0,3.0,1.0,2333
1.0,2.0,1.0,1.0,1.0,1211
2.0,5.0,3.0,0.0,2.0,2530
2.0,2.0,5.0,3.0,1.0,2253
1.0,3.0,5.0,3.0,0.0,1353
3.0,2.0,0.0,0.0,1.0,3200
3.0,3.0,0.0,1.0,0.0,3301
1.0,5.0,4.0,0.0,3.0,1540
5.0,5.0,0.0,1.0,1.0,5501
2.0,5.0,3.0,3.0,3.0,2533
2.0,2.0,3.0,1.0,2.0,2231
0.0,4.0,4.0,2.0,1.0,0442
1.0,2.0,4.0,2.0,1.0,1242
1.0,3.0,4.0,1.0,2.0,1341
1.0,3.0,4.0,0.0,1.0,1340
1.0,4.0,3.0,1.0,2.0,1431
2.0,1.0,2.0,1.0,1.0,2121
3.0,4.0,3.0,1.0,0.0,3431
3.0,4.0,3.0,3.0,1.0,3433
2.0,4.0,0.0,2.0,2.0,2402
3.0,3.0,1.0,3.0,3.0,3313
2.0,6.0,2.0,3.0,0.0,2623
3.0,1.0,1.0,1.0,1.0,3111
4.0,1.0,3.0,2.0,0.0,4132
2.0,3.0,2.0,3.0,1.0,2323
1.0,3.0,2.0,2.0,1.0,1322
1.0,4.0,3.0,2.0,1.0,1432
3.0,2.0,2.0,0.0,2.0,3220
3.0,2.0,2.0,0.0,2.0,3220
2.0,2.0,2.0,3.0,1.0,2223
2.0,3.0,1.0,4.0,1.0,2314
1.0,4.0,3.0,1.0,0.0,1431
2.0,3.0,3.0,0.0,1.0,2330
2.0,3.0,3.0,1.0,1.0,2331
2.0,4.0,4.0,2.0,1.0,2442
2.0,3.0,3.0,0.0,0.0,2330
2.0,3.0,3.0,0.0,0.0,2330
2.0,3.0,3.0,1.0,2.0,2331
5.0,3.0,3.0,1.0,3.0,5331
3.0,4.0,3.0,4.0,2.0,3434
2.0,4.0,3.0,3.0,1.0,2433
1.0,3.0,2.0,3.0,0.0,1323
2.0,3.0,3.0,1.0,1.0,2331
1.0,3.0,2.0,5.0,1.0,1325
2.0,4.0,3.0,3.0,1.0,2433
1.0,3.0,2.0,1.0,1.0,1321
3.0,4.0,3.0,3.0,3.0,3433
2.0,3.0,3.0,2.0,0.0,2332
4.0,6.0,0.0,1.0,0.0,4601
2.0,3.0,2.0,0.0,1.0,2320
2.0,4.0,4.0,1.0,1.0,2441
1.0,2.0,4.0,2.0,1.0,1242
2.0,4.0,2.0,1.0,2.0,2421
2.0,1.0,3.0,6.0,1.0,2136
2.0,3.0,2.0,1.0,1.0,2321
